Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-05-13 12:50:19,"Legs A",1h 20m,"Squat (Barbell)",3,235.0,8,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Lunge (Barbell)",1,95.0,8,0,0,"",,
2022-05-13 12:50:19,"Legs A",1h 20m,"Lunge (Barbell)",2,95.0,5,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Lunge (Barbell)",3,0.0,0,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Leg Curl (Machine)",1,10.0,135,0,0,"",,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Leg Curl (Machine)",2,10.0,150,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Leg Curl (Machine)",3,10.0,165,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Leg Press",1,225.0,8,0,0,"",,
2022-05-13 12:50:19,"Legs A",1h 20m,"Leg Press",2,0.0,0,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Leg Press",3,0.0,0,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Calf Raise (Plate Loaded)",1,45.0,10,0,0,"",,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Calf Raise (Plate Loaded)",2,90.0,10,0,0,,,
2022-05-13 12:50:19,"Legs A",1h 20m,"Seated Calf Raise (Plate Loaded)",3,90.0,10,0,0,,,
2022-05-14 15:54:12,"Arms A",36m,"Concentration Curl (Dumbbell)",1,20.0,10,0,0,"","",
